"","timestep","class","x","y","z"
"34864",5035,2,16,39,38
"34865",5036,2,16,41,38
"34866",5037,2,16,41,37
"34867",5038,2,13,41,38
"34868",5039,2,12,40,37
"34869",5040,2,10,42,37
"34870",5041,2,8,40,35
"34871",5042,2,5,41,36
"34872",5043,2,4,43,36
"34873",5044,2,6,42,37
"34874",5045,2,10,41,37
"34875",5046,2,9,41,34
"34876",5047,2,10,38,33
"34877",5048,2,14,38,34
"34878",5049,2,16,39,34
"34879",5050,2,18,38,34
"34880",5051,2,19,37,33
"34881",5052,2,20,38,33
"34882",5053,2,20,38,34
"34883",5054,2,20,36,33
"34884",5055,2,18,38,33
"34885",5056,2,16,38,32
"34886",5057,2,13,41,33
"34887",5058,2,10,40,32
"34888",5059,2,10,41,33
"34889",5060,2,9,40,35
"34890",5061,2,7,39,36
"34891",5062,2,5,41,35
"34892",5063,2,3,41,35
"34893",5064,2,9,38,36
"34894",5065,2,15,40,39
"34895",5066,2,14,40,38
"34896",5067,2,12,38,37
"34897",5068,2,14,37,37
"34898",5069,2,17,38,36
"34899",5070,2,20,38,37
"34900",5071,2,19,37,36
"34901",5072,2,20,38,36
"34902",5073,2,21,36,37
"34903",5074,2,20,38,37
"34904",5075,2,17,38,38
"34905",5076,2,16,38,37
"34906",5077,2,16,38,37
"34907",5078,2,13,40,37
"34908",5079,2,12,40,37
"34909",5080,2,11,42,37
"34910",5081,2,10,41,36
"34911",5082,2,5,42,36
"34912",5083,2,3,43,37
"34913",5084,2,4,44,38
"34914",5085,2,9,42,38
"34915",5086,2,11,41,35
"34916",5087,2,11,40,35
"34917",5088,2,12,37,34
"34918",5089,2,13,39,35
"34919",5090,2,15,40,35
"34920",5091,2,16,40,34
"34921",5092,2,17,38,35
"34922",5093,2,19,37,34
"34923",5094,2,19,40,34
"34924",5095,2,20,39,34
"34925",5096,2,19,39,34
"34926",5097,2,16,39,34
"34927",5098,2,14,39,32
"34928",5099,2,12,41,34
"34929",5100,2,11,41,34
"34930",5101,2,11,41,35
"34931",5102,2,12,42,36
"34932",5103,2,7,41,36
"34933",5104,2,4,41,37
"34934",5105,2,6,42,36
"34935",5106,2,13,39,37
"34936",5107,2,13,40,37
"34937",5108,2,12,40,37
"34938",5109,2,14,38,37
"34939",5110,2,15,39,37
"34940",5111,2,17,39,36
"34941",5112,2,16,39,36
"34942",5113,2,19,38,36
"34943",5114,2,18,37,37
"34944",5115,2,18,38,36
"34945",5116,2,16,39,37
"34946",5117,2,15,39,38
"34947",5118,2,14,38,37
"34948",5119,2,12,38,37
"34949",5120,2,12,40,37
"34950",5121,2,9,40,38
"34951",5122,2,11,42,38
"34952",5123,2,11,40,39
"34953",5124,2,10,40,38
"34954",5125,2,7,41,37
"34955",5126,2,7,41,37
"34956",5127,2,12,40,37
"34957",5128,2,15,40,36
"34958",5129,2,13,37,36
"34959",5130,2,12,36,37
"34960",5131,2,12,36,35
"34961",5132,2,14,36,35
"34962",5133,2,15,36,34
"34963",5134,2,14,38,35
"34964",5135,2,15,37,35
"34965",5136,2,15,38,35
"34966",5137,2,16,39,35
"34967",5138,2,16,37,34
"34968",5139,2,16,38,35
"34969",5140,2,15,40,35
"34970",5141,2,13,40,34
"34971",5142,2,13,42,36
"34972",5143,2,11,41,36
"34973",5144,2,10,39,36
"34974",5145,2,8,38,35
"34975",5146,2,5,40,34
"34976",5147,2,2,40,36
"34977",5148,2,6,38,35
"34978",5149,2,15,38,38
"34979",5150,2,14,40,39
"34980",5151,2,14,40,38
"34981",5152,2,15,38,37
"34982",5153,2,18,36,38
"34983",5154,2,18,36,36
"34984",5155,2,18,37,37
"34985",5156,2,20,38,36
"34986",5157,2,18,38,36
"34987",5158,2,18,38,37
"34988",5159,2,16,39,37
"34989",5160,2,14,40,39
"34990",5161,2,15,41,41
"34991",5162,2,16,39,42
"34992",5163,2,16,38,43
"34993",5164,2,14,38,42
"34994",5165,2,11,41,38
"34995",5166,2,9,42,38
"34996",5167,2,6,43,40
"34997",5168,2,4,45,39
"34998",5169,2,10,45,40
"34999",5170,2,16,40,41
"35000",5171,2,17,40,39
"35001",5172,2,15,39,38
"35002",5173,2,14,40,37
"35003",5174,2,14,41,37
"35004",5175,2,15,40,38
"35005",5176,2,15,41,39
"35006",5177,2,17,41,40
"35007",5178,2,18,40,38
"35008",5179,2,19,39,37
"35009",5180,2,18,39,37
"35010",5181,2,16,42,37
"35011",5182,2,12,42,37
"35012",5183,2,11,41,36
"35013",5184,2,11,41,37
"35014",5185,2,11,40,37
"35015",5186,2,7,41,36
"35016",5187,2,7,40,36
"35017",5188,2,9,40,38
"35018",5189,2,15,40,37
"35019",5190,2,16,40,38
"35020",5191,2,18,39,37
"35021",5192,2,17,39,38
"35022",5193,2,16,38,38
"35023",5194,2,18,39,38
"35024",5195,2,19,40,39
"35025",5196,2,17,39,39
"35026",5197,2,18,39,39
"35027",5198,2,18,42,38
"35028",5199,2,17,41,39
"35029",5200,2,16,41,40
"35030",5201,2,15,42,40
"35031",5202,2,15,43,40
"35032",5203,2,14,44,40
"35033",5204,2,13,44,41
"35034",5205,2,13,45,40
"35035",5206,2,14,45,39
"35036",5207,2,10,45,38
"35037",5208,2,10,46,37
"35038",5209,2,13,44,38
"35039",5210,2,14,43,36
"35040",5211,2,11,44,36
"35041",5212,2,13,42,35
"35042",5213,2,14,39,35
"35043",5214,2,16,39,34
"35044",5215,2,16,39,34
"35045",5216,2,17,39,34
"35046",5217,2,17,40,34
"35047",5218,2,17,39,34
"35048",5219,2,16,39,36
"35049",5220,2,16,41,35
"35050",5221,2,12,41,35
"35051",5222,2,8,43,36
"35052",5223,2,7,40,37
"35053",5224,2,7,40,36
"35054",5225,2,9,41,37
"35055",5226,2,11,42,36
"35056",5227,2,12,39,37
"35057",5228,2,14,42,37
"35058",5229,2,16,41,39
"35059",5230,2,15,40,38
"35060",5231,2,15,41,37
"35061",5232,2,14,40,37
"35062",5233,2,18,39,36
"35063",5234,2,18,39,38
"35064",5235,2,18,38,36
"35065",5236,2,16,38,37
"35066",5237,2,17,38,39
"35067",5238,2,16,40,39
"35068",5239,2,16,41,40
"35069",5240,2,17,42,40
"35070",5241,2,14,42,40
"35071",5242,2,15,43,40
"35072",5243,2,14,42,40
"35073",5244,2,14,43,38
"35074",5245,2,13,45,37
"35075",5246,2,9,46,38
"35076",5247,2,8,43,36
"35077",5248,2,9,44,35
"35078",5249,2,12,40,35
"35079",5250,2,12,40,35
"35080",5251,2,12,39,34
"35081",5252,2,14,39,36
"35082",5253,2,16,37,36
"35083",5254,2,16,37,36
"35084",5255,2,17,39,35
"35085",5256,2,17,39,35
"35086",5257,2,17,40,35
"35087",5258,2,16,39,35
"35088",5259,2,14,39,36
"35089",5260,2,14,40,36
"35090",5261,2,10,40,35
"35091",5262,2,8,39,35
"35092",5263,2,8,40,34
"35093",5264,2,5,40,35
"35094",5265,2,5,43,34
"35095",5266,2,6,43,34
"35096",5267,2,13,39,36
"35097",5268,2,18,39,38
"35098",5269,2,17,42,38
"35099",5270,2,16,39,38
"35100",5271,2,17,38,38
"35101",5272,2,17,37,36
"35102",5273,2,17,36,36
"35103",5274,2,17,39,38
"35104",5275,2,16,37,36
"35105",5276,2,18,38,38
"35106",5277,2,15,39,38
"35107",5278,2,15,39,38
"35108",5279,2,15,41,39
"35109",5280,2,15,41,39
"35110",5281,2,14,41,39
"35111",5282,2,11,41,39
"35112",5283,2,11,42,38
"35113",5284,2,10,43,37
"35114",5285,2,7,43,38
"35115",5286,2,8,41,37
"35116",5287,2,12,42,37
"35117",5288,2,14,39,37
"35118",5289,2,14,40,36
"35119",5290,2,14,38,35
"35120",5291,2,14,38,35
"35121",5292,2,16,38,36
"35122",5293,2,17,39,35
"35123",5294,2,18,39,36
"35124",5295,2,17,40,36
"35125",5296,2,17,38,36
"35126",5297,2,15,39,36
"35127",5298,2,14,40,35
"35128",5299,2,11,39,36
"35129",5300,2,10,41,35
"35130",5301,2,9,40,35
"35131",5302,2,9,40,35
"35132",5303,2,6,41,36
"35133",5304,2,3,39,35
"35134",5305,2,7,38,36
"35135",5306,2,13,39,37
"35136",5307,2,14,39,37
"35137",5308,2,13,37,36
"35138",5309,2,15,37,37
"35139",5310,2,17,36,37
"35140",5311,2,18,36,37
"35141",5312,2,16,37,37
"35142",5313,2,19,37,37
"35143",5314,2,18,39,38
"35144",5315,2,17,40,38
"35145",5316,2,17,40,38
"35146",5317,2,16,40,39
"35147",5318,2,14,41,39
"35148",5319,2,14,42,40
"35149",5320,2,12,41,39
"35150",5321,2,10,42,38
"35151",5322,2,10,43,38
"35152",5323,2,8,43,37
"35153",5324,2,6,42,39
"35154",5325,2,9,40,38
"35155",5326,2,13,41,36
"35156",5327,2,13,40,35
"35157",5328,2,14,38,35
"35158",5329,2,16,38,34
"35159",5330,2,17,37,35
"35160",5331,2,16,37,34
"35161",5332,2,18,39,34
"35162",5333,2,18,38,35
"35163",5334,2,16,39,34
"35164",5335,2,16,38,34
"35165",5336,2,16,40,34
"35166",5337,2,15,41,35
"35167",5338,2,15,41,35
"35168",5339,2,14,42,35
"35169",5340,2,14,42,36
"35170",5341,2,14,41,35
"35171",5342,2,13,42,35
"35172",5343,2,13,42,35
"35173",5344,2,12,42,35
"35174",5345,2,11,43,34
"35175",5346,2,9,42,35
"35176",5347,2,14,41,36
"35177",5348,2,15,40,37
"35178",5349,2,13,41,36
"35179",5350,2,15,39,36
"35180",5351,2,15,39,36
"35181",5352,2,15,37,37
"35182",5353,2,15,38,38
"35183",5354,2,15,40,36
"35184",5355,2,12,39,38
"35185",5356,2,13,39,38
"35186",5357,2,14,39,37
"35187",5358,2,14,41,38
"35188",5359,2,13,41,38
"35189",5360,2,13,40,39
"35190",5361,2,15,40,38
"35191",5362,2,15,41,38
"35192",5363,2,13,39,38
"35193",5364,2,15,41,38
"35194",5365,2,15,42,38
"35195",5366,2,15,40,37
"35196",5367,2,14,41,37
"35197",5368,2,13,41,36
"35198",5369,2,12,42,36
"35199",5370,2,11,42,37
"35200",5371,2,14,41,36
"35201",5372,2,16,38,36
"35202",5373,2,16,41,37
"35203",5374,2,14,41,38
"35204",5375,2,13,42,36
"35205",5376,2,14,43,37
"35206",5377,2,12,43,36
"35207",5378,2,13,41,35
"35208",5379,2,12,41,35
"35209",5380,2,13,41,34
"35210",5381,2,15,40,35
"35211",5382,2,15,41,34
"35212",5383,2,15,42,34
"35213",5384,2,15,42,34
"35214",5385,2,14,42,35
"35215",5386,2,15,41,35
"35216",5387,2,13,43,35
"35217",5388,2,13,43,33
"35218",5389,2,12,41,35
"35219",5390,2,13,42,36
"35220",5391,2,14,41,36
"35221",5392,2,13,41,36
"35222",5393,2,12,40,37
"35223",5394,2,14,39,36
"35224",5395,2,12,39,35
"35225",5396,2,13,39,35
"35226",5397,2,13,40,37
"35227",5398,2,14,40,36
"35228",5399,2,14,38,37
"35229",5400,2,13,39,36
"35230",5401,2,13,39,35
"35231",5402,2,12,39,35
"35232",5403,2,12,39,35
"35233",5404,2,11,38,34
"35234",5405,2,13,40,34
"35235",5406,2,13,41,35
"35236",5407,2,12,38,35
"35237",5408,2,13,40,35
"35238",5409,2,13,38,34
"35239",5410,2,12,41,35
"35240",5411,2,13,40,34
"35241",5412,2,13,39,34
"35242",5413,2,13,38,33
"35243",5414,2,12,39,34
"35244",5415,2,13,39,34
"35245",5416,2,12,39,34
"35246",5417,2,13,39,35
"35247",5418,2,12,40,35
"35248",5419,2,12,40,36
"35249",5420,2,11,39,34
"35250",5421,2,12,40,35
"35251",5422,2,13,38,34
"35252",5423,2,12,39,36
"35253",5424,2,13,39,35
"35254",5425,2,13,39,35
"35255",5426,2,13,38,35
"35256",5427,2,12,39,35
"35257",5428,2,12,39,35
"35258",5429,2,13,39,35
"35259",5430,2,13,39,34
"35260",5431,2,13,40,35
"35261",5432,2,12,39,35
"35262",5433,2,13,40,35
"35263",5434,2,13,39,35
"35264",5435,2,14,41,36
"35265",5436,2,14,41,36
"35266",5437,2,14,41,37
"35267",5438,2,13,41,36
"35268",5439,2,14,43,38
"35269",5440,2,16,43,36
"35270",5441,2,15,43,36
"35271",5442,2,14,44,35
"35272",5443,2,15,43,36
"35273",5444,2,15,45,35
"35274",5445,2,12,44,33
"35275",5446,2,12,44,33
"35276",5447,2,12,46,33
"35277",5448,2,12,46,32
"35278",5449,2,12,46,33
"35279",5450,2,14,45,33
"35280",5451,2,15,46,32
"35281",5452,2,15,45,33
"35282",5453,2,16,45,33
"35283",5454,2,15,46,34
"35284",5455,2,12,44,33
"35285",5456,2,11,42,33
"35286",5457,2,6,42,34
"35287",5458,2,7,40,33
"35288",5459,2,9,40,33
"35289",5460,2,6,40,33
"35290",5461,2,9,41,33
"35291",5462,2,14,39,36
"35292",5463,2,14,38,37
"35293",5464,2,14,37,35
"35294",5465,2,13,39,35
"35295",5466,2,15,39,36
"35296",5467,2,16,41,36
"35297",5468,2,20,43,35
"35298",5469,2,17,43,36
"35299",5470,2,18,44,36
"35300",5471,2,16,48,38
"35301",5472,2,15,46,37
"35302",5473,2,13,47,37
"35303",5474,2,11,48,37
"35304",5475,2,9,48,35
"35305",5476,2,10,49,36
"35306",5477,2,9,49,37
"35307",5478,2,8,49,34
"35308",5479,2,11,47,33
"35309",5480,2,14,46,32
"35310",5481,2,15,49,33
"35311",5482,2,15,51,34
"35312",5483,2,15,50,34
"35313",5484,2,14,56,38
"35314",5485,2,16,55,40
"35315",5486,2,19,56,44
"35316",5487,2,20,53,45
"35317",5488,2,23,56,47
"35318",5489,2,28,55,49
"35319",5490,2,29,56,46
"35320",5491,2,32,55,44
"35321",5492,2,34,56,44
"35322",5493,2,38,48,42
"35323",5494,2,40,46,41
"35324",5495,2,44,44,41
"35325",5496,2,43,44,40
"35326",5497,2,41,40,40
"35327",5498,2,41,41,42
"35328",5499,2,41,41,44
"35329",5500,2,43,41,42
"35330",5501,2,45,41,43
"35331",5502,2,43,39,41
"35332",5503,2,42,37,42
"35333",5504,2,44,34,42
"35334",5505,2,48,34,41
"35335",5506,2,49,33,43
"35336",5507,2,51,28,44
"35337",5508,2,52,27,46
"35338",5509,2,52,28,47
"35339",5510,2,47,28,47
"35340",5511,2,45,28,45
"35341",5512,2,45,28,45
"35342",5513,2,40,26,42
"35343",5514,2,39,29,39
"35344",5515,2,38,31,36
"35345",5516,2,41,31,33
"35346",5517,2,31,32,22
"35347",5518,2,43,32,55
"35348",5519,2,59,37,51
"35349",5520,2,52,35,45
"35350",5521,2,48,29,42
"35351",5522,2,49,28,43
"35352",5523,2,51,34,44
"35353",5524,2,52,28,41
"35354",5525,2,51,32,37
"35355",5526,2,52,37,43
"35356",5527,2,52,33,43
"35357",5528,2,51,33,42
"35358",5529,2,48,30,44
"35359",5530,2,54,40,45
"35360",5531,2,51,33,42
"35361",5532,2,51,34,40
"35362",5533,2,51,37,41
"35363",5534,2,49,37,40
"35364",5535,2,52,34,40
"35365",5536,2,51,36,40
"35366",5537,2,51,36,43
"35367",5538,2,51,37,41
"35368",5539,2,52,36,41
"35369",5540,2,54,36,41
"35370",5541,2,51,37,42
"35371",5542,2,51,37,41
"35372",5543,2,54,38,40
"35373",5544,2,56,38,40
"35374",5545,2,52,36,38
"35375",5546,2,51,39,42
"35376",5547,2,50,37,42
"35377",5548,2,52,37,40
"35378",5549,2,50,38,40
"35379",5550,2,49,39,42
"35380",5551,2,50,36,41
"35381",5552,2,52,37,40
"35382",5553,2,50,38,40
"35383",5554,2,48,37,41
"35384",5555,2,50,42,43
"35385",5556,2,51,40,44
"35386",5557,2,49,42,44
"35387",5558,2,49,47,42
"35388",5559,2,50,44,41
"35389",5560,2,47,45,39
"35390",5561,2,47,43,41
"35391",5562,2,45,43,42
"35392",5563,2,45,47,42
"35393",5564,2,48,46,41
"35394",5565,2,48,45,44
"35395",5566,2,43,46,42
"35396",5567,2,41,47,41
"35397",5568,2,43,43,42
"35398",5569,2,46,42,41
"35399",5570,2,44,46,40
"35400",5571,2,45,46,42
"35401",5572,2,43,48,43
"35402",5573,2,45,49,44
"35403",5574,2,44,49,44
"35404",5575,2,40,50,46
"35405",5576,2,41,52,49
"35406",5577,2,42,54,49
"35407",5578,2,41,54,47
"35408",5579,2,40,50,46
"35409",5580,2,39,47,47
"35410",5581,2,40,48,44
"35411",5582,2,38,47,45
"35412",5583,2,37,45,46
"35413",5584,2,33,50,45
"35414",5585,2,34,43,44
"35415",5586,2,32,43,46
"35416",5587,2,33,52,48
"35417",5588,2,32,57,53
"35418",5589,2,34,44,55
"35419",5590,2,38,45,52
"35420",5591,2,34,50,50
"35421",5592,2,35,35,58
"35422",5593,2,40,42,55
"35423",5594,2,54,52,57
"35424",5595,2,52,46,60
"35425",5596,2,46,42,53
"35426",5597,2,44,37,56
"35427",5598,2,45,29,58
"35428",5599,2,47,25,51
"35429",5600,2,48,21,46
"35430",5601,2,45,25,44
"35431",5602,2,44,29,41
"35432",5603,2,43,25,39
"35433",5604,2,41,29,38
"35434",5605,2,40,27,39
"35435",5606,2,37,29,41
"35436",5607,2,35,32,40
"35437",5608,2,32,34,43
"35438",5609,2,31,39,48
"35439",5610,2,30,37,46
"35440",5611,2,28,34,44
"35441",5612,2,10,58,63
"35442",5613,2,28,3,38
"35443",5614,2,50,39,61
"35444",5615,2,54,30,53
"35445",5616,2,50,43,53
"35446",5617,2,35,33,48
"35447",5618,2,43,39,51
"35448",5619,2,43,38,49
"35449",5620,2,42,37,49
"35450",5621,2,40,39,50
"35451",5622,2,41,35,51
"35452",5623,2,43,37,51
"35453",5624,2,44,37,50
"35454",5625,2,44,40,49
"35455",5626,2,43,37,50
"35456",5627,2,45,36,51
"35457",5628,2,43,40,54
"35458",5629,2,44,37,54
"35459",5630,2,41,34,54
"35460",5631,2,38,34,53
"35461",5632,2,41,39,51
"35462",5633,2,36,40,51
"35463",5634,2,38,32,52
"35464",5635,2,36,35,49
"35465",5636,2,33,40,51
"35466",5637,2,32,38,50
"35467",5638,2,32,37,52
"35468",5639,2,32,33,54
"35469",5640,2,33,36,55
"35470",5641,2,32,43,56
"35471",5642,2,32,42,61
"35472",5643,2,42,40,63
"35473",5644,2,44,39,63
"35474",5645,2,47,39,63
"35475",5646,2,47,44,61
"35476",5647,2,47,36,52
"35477",5648,2,50,42,47
"35478",5649,2,49,45,43
"35479",5650,2,48,39,46
"35480",5651,2,47,35,46
"35481",5652,2,49,40,45
"35482",5653,2,44,42,46
"35483",5654,2,41,43,44
"35484",5655,2,40,45,42
"35485",5656,2,32,36,45
"35486",5657,2,30,41,44
"35487",5658,2,29,37,42
"35488",5659,2,30,40,39
"35489",5660,2,24,44,41
"35490",5661,2,29,40,54
"35491",5662,2,35,31,59
"35492",5663,2,62,54,59
"35493",5664,2,39,32,37
"35494",5665,2,47,38,50
"35495",5666,2,42,41,44
"35496",5667,2,48,39,46
"35497",5668,2,47,38,45
"35498",5669,2,43,38,46
"35499",5670,2,46,42,46
"35500",5671,2,47,41,44
"35501",5672,2,46,39,45
"35502",5673,2,45,38,47
"35503",5674,2,45,41,44
"35504",5675,2,46,41,45
"35505",5676,2,47,40,47
"35506",5677,2,48,39,46
"35507",5678,2,48,41,48
"35508",5679,2,48,39,47
"35509",5680,2,49,43,47
"35510",5681,2,47,44,47
"35511",5682,2,44,41,50
"35512",5683,2,43,42,48
"35513",5684,2,43,45,50
"35514",5685,2,42,41,50
"35515",5686,2,41,41,48
"35516",5687,2,42,46,46
"35517",5688,2,39,43,47
"35518",5689,2,39,48,43
"35519",5690,2,38,45,43
"35520",5691,2,37,46,46
"35521",5692,2,37,51,44
"35522",5693,2,36,49,47
"35523",5694,2,35,50,50
"35524",5695,2,34,52,49
"35525",5696,2,32,57,49
"35526",5697,2,33,59,46
"35527",5698,2,31,55,47
"35528",5699,2,29,60,54
"35529",5700,2,27,39,58
"35530",5701,2,28,35,50
"35531",5702,2,35,37,45
"35532",5703,2,32,41,44
"35533",5704,2,31,53,44
"35534",5705,2,32,52,48
"35535",5706,2,34,47,47
"35536",5707,2,33,48,51
"35537",5708,2,34,44,53
"35538",5709,2,33,41,54
"35539",5710,2,34,46,57
"35540",5711,2,34,44,59
"35541",5712,2,36,41,57
"35542",5713,2,38,38,53
"35543",5714,2,43,36,51
"35544",5715,2,42,33,47
"35545",5716,2,37,29,46
"35546",5717,2,38,33,46
"35547",5718,2,37,31,42
"35548",5719,2,34,31,42
"35549",5720,2,32,36,45
"35550",5721,2,28,40,46
"35551",5722,2,30,40,50
"35552",5723,2,28,38,52
"35553",5724,2,32,34,53
"35554",5725,2,37,39,58
"35555",5726,2,36,39,58
"35556",5727,2,34,26,55
"35557",5728,2,40,35,56
"35558",5729,2,41,40,51
"35559",5730,2,35,40,50
"35560",5731,2,27,38,57
"35561",5732,2,33,30,56
"35562",5733,2,29,36,49
"35563",5734,2,25,35,50
"35564",5735,2,26,34,52
"35565",5736,2,22,31,51
"35566",5737,2,21,36,50
"35567",5738,2,22,36,45
"35568",5739,2,21,35,48
"35569",5740,2,19,34,47
"35570",5741,2,16,35,44
"35571",5742,2,16,34,44
"35572",5743,2,15,37,48
"35573",5744,2,16,35,50
"35574",5745,2,14,42,52
"35575",5746,2,20,43,49
"35576",5747,2,21,46,53
"35577",5748,2,21,46,56
"35578",5749,2,23,43,55
"35579",5750,2,20,46,55
"35580",5751,2,15,44,52
"35581",5752,2,13,44,49
"35582",5753,2,16,43,46
"35583",5754,2,15,43,44
"35584",5755,2,19,42,42
"35585",5756,2,25,39,42
"35586",5757,2,23,42,41
"35587",5758,2,28,42,42
"35588",5759,2,33,41,44
"35589",5760,2,33,42,46
"35590",5761,2,35,40,46
"35591",5762,2,37,39,47
"35592",5763,2,38,39,47
"35593",5764,2,38,39,50
"35594",5765,2,37,38,51
"35595",5766,2,35,38,52
"35596",5767,2,35,39,52
"35597",5768,2,31,37,53
"35598",5769,2,35,38,53
"35599",5770,2,34,39,55
"35600",5771,2,33,37,56
"35601",5772,2,35,37,53
"35602",5773,2,34,35,53
"35603",5774,2,33,35,53
"35604",5775,2,35,37,49
"35605",5776,2,36,37,51
"35606",5777,2,35,37,54
"35607",5778,2,34,35,53
"35608",5779,2,34,36,52
"35609",5780,2,36,35,52
"35610",5781,2,37,36,52
"35611",5782,2,38,35,52
"35612",5783,2,35,36,52
"35613",5784,2,35,37,53
"35614",5785,2,35,34,53
"35615",5786,2,39,35,50
"35616",5787,2,39,38,52
"35617",5788,2,39,38,52
"35618",5789,2,40,38,52
"35619",5790,2,39,35,51
"35620",5791,2,41,34,47
"35621",5792,2,39,35,45
"35622",5793,2,36,36,43
"35623",5794,2,37,37,40
"35624",5795,2,35,36,38
"35625",5796,2,33,40,37
"35626",5797,2,29,43,36
"35627",5798,2,26,54,35
"35628",5799,2,26,62,36
"35629",5800,2,25,60,40
"35630",5801,2,26,61,43
"35631",5802,2,26,55,42
"35632",5803,2,27,48,43
"35633",5804,2,21,39,42
"35634",5805,2,19,23,41
"35635",5806,2,17,63,48
"35636",5807,2,13,60,41
"35637",5808,2,11,50,37
"35638",5809,2,12,49,37
"35639",5810,2,16,50,37
"35640",5811,2,16,46,36
"35641",5812,2,16,45,35
"35642",5813,2,11,50,34
"35643",5814,2,12,51,38
"35644",5815,2,13,42,34
"35645",5816,2,16,44,29
"35646",5817,2,16,47,27
"35647",5818,2,15,48,28
"35648",5819,2,14,44,28
"35649",5820,2,14,45,29
"35650",5821,2,14,41,30
"35651",5822,2,13,42,31
"35652",5823,2,11,42,31
"35653",5824,2,6,39,30
"35654",5825,2,7,42,30
"35655",5826,2,7,42,31
"35656",5827,2,3,41,30
"35657",5828,2,7,41,31
"35658",5829,2,13,41,35
"35659",5830,2,14,38,33
"35660",5831,2,16,41,31
"35661",5832,2,16,43,31
"35662",5833,2,16,43,31
"35663",5834,2,20,44,31
"35664",5835,2,21,44,32
"35665",5836,2,24,45,30
"35666",5837,2,25,48,31
"35667",5838,2,22,49,29
"35668",5839,2,22,50,30
"35669",5840,2,17,51,30
"35670",5841,2,14,52,29
"35671",5842,2,12,53,29
"35672",5843,2,10,50,30
"35673",5844,2,1,56,29
"35674",5845,2,0,55,30
"35675",5846,2,5,51,32
"35676",5847,2,11,46,32
"35677",5848,2,12,44,31
"35678",5849,2,15,43,32
"35679",5850,2,18,41,33
"35680",5851,2,17,39,31
"35681",5852,2,19,40,33
"35682",5853,2,18,39,32
"35683",5854,2,16,37,30
"35684",5855,2,14,36,31
"35685",5856,2,13,37,30
"35686",5857,2,14,39,29
"35687",5858,2,14,43,31
"35688",5859,2,13,44,34
"35689",5860,2,9,46,30
"35690",5861,2,10,60,33
"35691",5862,2,14,62,39
"35692",5863,2,14,57,36
"35693",5864,2,18,57,36
"35694",5865,2,24,62,37
"35695",5866,2,24,63,37
"35696",5867,2,25,62,40
"35697",5868,2,27,62,42
"35698",5869,2,26,63,46
"35699",5870,2,23,63,47
"35700",5871,2,24,62,48
"35701",5872,2,30,48,51
"35702",5873,2,34,47,49
"35703",5874,2,40,41,43
"35704",5875,2,46,35,46
"35705",5876,2,49,38,50
"35706",5877,2,47,33,50
"35707",5878,2,42,31,46
"35708",5879,2,42,31,45
"35709",5880,2,39,34,42
"35710",5881,2,37,34,40
"35711",5882,2,37,32,39
"35712",5883,2,37,31,38
"35713",5884,2,42,32,39
"35714",5885,2,44,31,43
"35715",5886,2,47,30,42
"35716",5887,2,47,32,45
"35717",5888,2,49,33,47
"35718",5889,2,50,32,47
"35719",5890,2,49,34,43
"35720",5891,2,47,35,39
"35721",5892,2,46,34,38
"35722",5893,2,47,32,39
"35723",5894,2,36,30,34
"35724",5895,2,36,43,33
"35725",5896,2,56,35,54
"35726",5897,2,56,32,51
"35727",5898,2,51,33,36
"35728",5899,2,50,34,45
"35729",5900,2,46,37,43
"35730",5901,2,54,34,43
"35731",5902,2,53,34,36
"35732",5903,2,49,37,43
"35733",5904,2,47,36,41
"35734",5905,2,52,37,44
"35735",5906,2,56,35,44
"35736",5907,2,52,37,42
"35737",5908,2,50,42,45
"35738",5909,2,54,38,39
"35739",5910,2,55,35,36
"35740",5911,2,51,39,42
"35741",5912,2,49,38,41
"35742",5913,2,53,37,43
"35743",5914,2,53,38,40
"35744",5915,2,49,38,42
"35745",5916,2,48,43,44
"35746",5917,2,48,42,44
"35747",5918,2,49,38,43
"35748",5919,2,50,41,42
"35749",5920,2,49,43,42
"35750",5921,2,47,41,44
"35751",5922,2,45,41,42
"35752",5923,2,47,57,39
"35753",5924,2,47,53,41
"35754",5925,2,48,49,45
"35755",5926,2,45,41,43
"35756",5927,2,49,45,39
"35757",5928,2,45,45,43
"35758",5929,2,44,42,43
"35759",5930,2,44,45,39
"35760",5931,2,45,43,39
"35761",5932,2,42,43,37
"35762",5933,2,40,45,43
"35763",5934,2,37,53,51
"35764",5935,2,38,45,51
"35765",5936,2,41,51,50
"35766",5937,2,43,53,49
"35767",5938,2,44,55,48
"35768",5939,2,36,59,50
"35769",5940,2,32,61,45
"35770",5941,2,49,63,56
"35771",5942,2,50,53,62
"35772",5943,2,52,51,56
"35773",5944,2,50,50,46
"35774",5945,2,50,40,39
"35775",5946,2,51,42,36
"35776",5947,2,54,36,35
"35777",5948,2,55,34,34
"35778",5949,2,54,34,35
"35779",5950,2,55,31,35
"35780",5951,2,52,33,38
"35781",5952,2,45,32,38
"35782",5953,2,38,35,38
"35783",5954,2,33,32,40
"35784",5955,2,28,34,41
"35785",5956,2,29,31,42
"35786",5957,2,31,30,40
"35787",5958,2,33,38,42
"35788",5959,2,33,34,47
"35789",5960,2,36,28,50
"35790",5961,2,32,24,51
"35791",5962,2,34,46,63
"35792",5963,2,39,24,47
"35793",5964,2,33,43,54
"35794",5965,2,37,36,52
"35795",5966,2,38,35,51
